Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Malys,WhiteTiger,1,795,6,6,1,1,1,,,striker,,5,,,,,5,5,5,5,5
Malys,Bishop,80,152346,7,7,15,6,6,6,5,striker,blue,7,,,,,2,2,2,2,2
Malys,Nightcrawler,100,759379,7,9,19,7,7,7,5,raider,purple,,,,12,,2,2,3,2,3
Malys,RavagerSupport_Heal,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Malys,MariaHill,80,178292,7,8,15,6,7,6,5,healer,blue,,,7,,,2,2,2,2,2
Malys,Sabretooth,80,162695,7,7,15,6,6,6,5,striker,blue,7,,,,,2,2,2,2,2
Malys,RocketRaccoon,80,143605,7,8,15,5,5,5,4,raider,blue,,,,9,,4,4,4,4,4
Malys,NickFury,80,198527,7,9,15,6,6,6,5,raider,blue,,,10,10,,5,5,5,5,5
Malys,Magneto,85,218740,7,8,16,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Malys,Iceman,80,140286,7,8,14,6,6,6,4,skirmisher,blue,,,,,5,,,,,
Malys,Morbius,50,13566,6,6,9,1,1,1,1,striker,,5,,,,,5,5,5,5,5
Malys,MrNegative,70,111712,7,8,13,6,6,6,4,striker,,3,,,,,5,4,4,5,5
Malys,Korg,1,1111,7,9,1,1,1,,,skirmisher,,,,,,5,5,5,5,5,5
Malys,BlackWidow,35,9445,5,5,6,3,2,2,2,skirmisher,,,,,,3,3,4,3,4,3
Malys,Coulson,90,258159,7,7,16,6,6,7,4,striker,blue,10,,,8,,5,5,5,5,5
Malys,Phoenix,1,674,7,7,1,1,1,,,,,,,,,,,,,,
Malys,StarLord,80,151948,7,7,15,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Malys,Ronin,90,262882,7,7,17,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Malys,Cloak,85,176591,7,8,16,6,6,5,4,skirmisher,,,,,,4,4,4,5,5,4
Malys,MistyKnight,1,671,7,7,1,1,1,,,,,,,,,,,,,,
Malys,MercDmg_General,35,4747,3,3,6,3,2,,1,,,,,,,,,,,,
Malys,DoctorStrange,75,157690,6,6,14,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Malys,Dagger,85,195144,7,8,16,6,6,6,5,striker,,4,,,,,4,5,4,5,5
Malys,Killmonger,76,129576,7,8,14,6,6,6,4,raider,,,,,4,,4,5,5,5,4
Malys,Ikaris,95,405647,7,8,18,6,6,7,5,striker,purple,10,,,,,,,,,
Malys,Blob,80,108785,6,6,14,6,6,6,4,striker,blue,5,,,,,,,,,
Malys,CorvusGlaive,80,172075,7,8,15,6,6,6,5,striker,blue,7,,,,,3,3,3,3,3
Malys,CullObsidian,80,160720,7,7,15,6,6,6,4,striker,blue,8,,,,,3,3,4,4,3
Malys,Gamora,80,186544,7,9,15,6,6,6,5,striker,blue,7,,,,,2,2,2,2,2
Malys,KittyPryde,80,163273,7,7,15,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Malys,Moondragon,80,267399,7,9,15,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Malys,PhylaVell,80,159919,7,7,15,6,6,6,4,striker,blue,8,,,,,3,4,4,3,4
Malys,ProximaMidnight,80,150222,7,7,15,6,6,6,4,skirmisher,blue,,,,,6,1,1,1,1,1
Malys,Pyro,80,148020,7,9,14,6,6,6,4,striker,blue,5,,,,,,,,,
Malys,Sersi,95,366062,7,7,18,6,6,6,5,skirmisher,purple,,,,,10,,,,,
Malys,Sybil,100,626385,7,9,19,6,6,7,5,striker,purple,10,,,10,,,,,,
Malys,Thanos,81,180175,7,8,15,7,6,6,5,raider,blue,,,,6,,1,1,2,2,2
Malys,Yelena,35,7724,5,5,6,3,2,2,1,,,,,,,,,,,,
Malys,Lizard,95,387780,7,8,17,6,6,6,4,striker,purple,13,,,,,3,3,3,3,3
Malys,Ultron,80,96464,7,6,14,4,4,5,4,striker,,4,,,,,4,4,5,4,4
Malys,Ronan,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Malys,Sylvie,80,188408,7,7,15,6,7,7,5,striker,blue,9,,,,,4,4,4,4,5
Malys,Vahl,95,498284,7,8,18,7,7,7,5,striker,purple,10,,,,,,1,,,
Malys,KamalaKhan,85,217263,7,7,16,6,6,6,4,skirmisher,purple,,,,,10,,,,,
Malys,AimDmg_Offense,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Malys,KravenTheHunter,95,445851,7,9,18,6,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Malys,MrSinister,40,3659,7,9,1,1,1,,,,,,,,,,,,,,
Malys,Longshot,65,73627,7,8,12,5,5,5,3,raider,,,,,3,,4,3,4,4,4
Malys,Quicksilver,80,167363,7,5,15,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Malys,HandTank_Stealth,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Malys,HydraDmg_AoE,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Malys,Graviton,1,671,7,7,1,1,1,,,,,,,,,,,,,,
Malys,NicoMinoru,1,674,7,7,1,1,1,,,,,,,,,,,,,,
Malys,BlackPanther,60,56304,6,6,11,6,6,6,4,,,,,,,,,,,,
Malys,AmadeusCho,90,303259,7,9,17,6,6,6,5,skirmisher,purple,,,,,10,,,,,
Malys,SheHulk,90,255303,7,8,17,6,6,6,5,fortifier,blue,8,9,,,,4,4,4,4,5
Malys,Forge,100,670446,7,9,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Malys,AimSupport_Heal,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Malys,HandSupport_Heal,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Malys,SamWilson,80,150048,7,7,15,6,6,5,4,skirmisher,blue,,,,,7,3,2,3,3,2
Malys,ColleenWing,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Malys,Wong,90,305271,7,9,17,7,6,6,5,striker,purple,10,,,,,,,,,
Malys,GhostRider,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Malys,KateBishop,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Malys,MultipleMan,60,45314,6,6,11,5,4,4,4,fortifier,,,3,,,,3,3,4,3,3
Malys,Sunspot,95,401476,7,8,18,6,7,6,5,striker,purple,10,,,,,,,,,
Malys,SymbioteSilverSurfer,100,663339,7,9,19,6,6,7,5,raider,purple,,,,10,,,,,,
Malys,OmegaRed,100,590020,7,8,19,7,6,6,5,striker,blue,10,,,,,5,5,5,5,5
Malys,ElsaBloodstone,1,800,7,9,1,1,1,,,,,,,,,,,,,,
Malys,Nobu,1,574,6,6,1,1,1,,,,,,,,,,5,5,5,5,5
Malys,MBaku,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Malys,Daredevil,1,671,7,7,1,1,1,,,,,,,,,,,,,,
Malys,Gwenom,95,382385,7,8,18,6,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Malys,CaptainMarvel,1,574,6,6,1,1,1,,,,,,,,,,,,,,
Malys,Deathpool,90,305006,7,8,17,6,6,6,5,striker,purple,10,,,,,,,,,
Malys,Minerva,1,671,7,7,1,1,1,,,,,,,,,,,,,,
Malys,Tigra,90,266240,7,7,17,6,6,6,5,striker,blue,10,,,,,5,5,5,5,5
Malys,SquirrelGirl,1,663,5,5,1,1,1,,,healer,,,,5,,,5,5,5,5,5
Malys,HumanTorch,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Malys,IronFist,1,476,5,5,1,1,1,,,,,,,,,,,,,,
Malys,Zemo,1,671,7,7,1,1,1,,,,,,,,,,,,,,
Malys,Okoye,50,11805,7,7,9,1,1,1,1,,,,,,,,,,,,
Malys,BlackPantherBC,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Malys,SpiderWeaver,85,289959,7,10,16,6,7,7,4,striker,blue,9,,,,,4,4,4,4,4
Malys,BetaRayBill,85,186978,6,6,16,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Malys,MrFantastic,95,466067,7,10,18,6,7,6,5,skirmisher,purple,,,,,10,,,,,
Malys,Fantomex,85,187962,7,7,16,6,6,6,4,raider,blue,,,,9,,4,4,4,4,4
Malys,Archangel,90,260467,7,5,17,6,7,8,6,raider,purple,,,,10,,,,,,
Malys,GhostRiderRobbie,100,638570,7,8,19,6,7,6,5,raider,purple,,,,13,,3,3,3,3,3
Malys,Ultimus,100,944067,7,10,19,7,7,7,4,raider,purple,11,,,12,,2,2,2,2,2
Malys,AdamWarlock,76,172849,7,9,14,6,5,6,4,striker,blue,10,,,,5,5,5,5,5,5
Malys,SpiderManBigTime,1,588,7,3,1,1,1,,,striker,,5,,,,,5,5,5,5,5
Malys,RedGoblin,95,440252,7,8,18,7,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Malys,GhostSpider,100,607257,7,9,18,6,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Malys,RedGuardian,68,58547,6,6,12,6,5,5,4,,,,,,,,,,,,
Malys,JaneThor,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Malys,ShieldDmg_AoE,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Malys,HydraTank_Taunt,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Malys,HandDmg_Bonus,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Malys,MorganLeFay,90,264981,7,5,17,6,8,6,6,striker,blue,10,,,,9,5,5,5,5,5
Malys,RedHulk,95,374876,7,5,18,7,8,7,6,skirmisher,purple,,,,,10,,,,,
Malys,ShieldTank_Stun,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Malys,MercSupport_Buffs,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Malys,AimControl_Infect,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Malys,AimDmg_Speed,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Malys,RedSkull,1,571,6,6,1,1,1,,,,,,,,,,,,,,
Malys,MoonKnight,95,537453,7,9,18,7,7,6,4,raider,blue,,,,10,,5,5,5,5,5
Malys,EmmaFrost,90,253506,7,8,17,6,6,6,4,healer,blue,5,5,10,5,5,5,5,5,5,5
Malys,Valkyrie,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Malys,SpiderMan2099,85,230465,7,7,16,7,7,7,4,raider,purple,,,,10,,,,,,
Malys,BlackKnight,100,557178,7,5,19,6,7,7,5,striker,purple,10,10,,,,,,,,
Malys,Photon,95,397493,7,8,18,6,6,6,4,striker,purple,10,,,,,,,,,
Malys,Drax,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Malys,StarBrand,90,251365,7,7,17,6,6,6,4,raider,blue,,,,9,,4,4,4,4,4
Malys,ScarletSpider,1,800,7,9,1,1,1,,,,,,,,,,,,,,
Malys,ScientistSupreme,95,566901,7,9,18,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Malys,VivVision,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Malys,Groot,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Malys,Rogue,90,239715,7,4,17,8,7,6,6,skirmisher,purple,,,,,10,,,,,
Malys,Abomination,90,276825,7,8,17,6,6,6,5,raider,blue,,,,9,9,5,4,5,4,5
Malys,CosmicGhostRider,95,431193,7,8,18,6,6,6,5,striker,purple,10,,,,,,,,,
Malys,Nemesis,85,158511,5,5,16,6,6,6,5,striker,blue,9,,,,,4,4,4,5,4
Malys,AgathaHarkness,95,484701,7,9,17,6,6,6,5,skirmisher,purple,,,,,10,,,,,
Malys,Hulkbuster,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Malys,Dazzler,85,193774,7,7,16,6,6,6,5,raider,blue,,,,9,,4,4,5,4,4
Malys,IronPatriot,100,679065,7,9,19,6,7,6,5,striker,purple,13,,,,,3,3,3,3,3
Malys,Thor_InfinityWar,72,104412,7,7,13,6,6,6,4,striker,,4,,,,,4,4,5,4,4
Malys,Doom,85,164998,7,4,16,6,6,7,4,striker,blue,8,,,,,3,3,3,3,3
Malys,TheLeader,100,717862,7,9,19,7,7,6,5,striker,purple,12,,,,,2,2,2,2,2
Malys,GreenGoblinGlider,100,757541,7,10,19,8,7,8,6,raider,purple,,,,10,,,,,,
Malys,PeterBParker,100,842752,7,10,19,7,7,7,5,healer,purple,,,13,,12,3,3,3,3,3
Malys,BlackCat,100,472122,7,4,19,6,6,6,6,striker,blue,10,,,,,5,5,5,5,5
Malys,SpiderManPavitr,100,720282,7,9,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Malys,Deathlok,1,289,3,3,1,1,1,,,,,,,,,,,,,,
Malys,TChalla,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Malys,SpiderWoman,1,384,4,4,1,1,1,,,,,,,,,,,,,,
Malys,PeniParker,100,773196,7,9,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Malys,MadelynePryor,1,382,4,4,1,1,1,,,,,,,,,,,,,,
Malys,Dormammu,95,346535,7,4,18,6,6,7,5,striker,purple,10,,,,,,,,,
Malys,PandaPool,90,268647,7,8,17,6,6,6,5,skirmisher,blue,,,,,8,5,4,5,4,5
Malys,OldManLogan,100,587178,6,5,19,7,8,8,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Malys,Daken,90,291711,7,8,17,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Malys,Echo,1,1109,7,9,1,1,1,,,striker,,5,,,,,5,5,5,5,5
Malys,Apocalypse,100,905065,7,10,19,8,8,8,6,striker,purple,13,,,,,3,3,3,3,3
Malys,Northstar,95,474572,7,10,18,6,6,6,5,raider,purple,,,,10,,,,,,
Malys,Guardian,100,618044,7,8,19,6,6,6,5,striker,purple,10,,,,,,,,,
Malys,Sasquatch,95,416201,7,9,18,6,6,6,5,skirmisher,purple,,,,,10,,,,,
Malys,DoctorVoodoo,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Malys,BlackPantherShuri,95,464234,7,8,18,6,7,6,5,raider,purple,,,,12,,2,2,2,2,2
Malys,Nova,56,15513,6,4,10,1,1,1,1,striker,,5,,,,,5,5,5,5,5
Malys,SuperSkrull,100,617121,7,4,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Malys,Ares,95,546663,7,7,18,6,8,6,6,striker,purple,10,,,,,,,1,,
Malys,HankPym,100,521709,6,6,19,6,7,7,5,striker,purple,10,,,,,,,,,
Malys,Gladiator,100,750139,6,6,19,7,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Malys,HydraDmg_Single,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Malys,Gorr,100,582738,5,5,19,6,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Malys,ThanosEndgame,100,760369,6,6,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Malys,Sentinel,100,539631,5,5,19,6,6,6,5,striker,purple,10,,,,,,,,,
Malys,Nimrod,1,546,4,4,1,1,1,,,raider,,,,,5,,5,5,5,5,5
Malys,Blade,90,259168,4,4,17,6,6,7,5,striker,purple,10,,,,,,,,,
Malys,OmegaSentinel,1,546,4,4,1,1,1,,,skirmisher,,,,,,5,5,5,5,5,5
Malys,CaptainBritain,1,106,3,,1,1,1,,,,,,,,,,,,,,
Malys,RavagerTank_Taunt,1,103,1,1,1,1,1,,,,,,,,,,,,,,
TOVARISCH,ShieldSupport_Heal,43,13356,5,5,8,3,3,,2,healer,,,,1,,,1,2,1,1,1
TOVARISCH,SpiderMan,65,56429,7,8,12,4,4,4,3,,,,,,,,,,,,
TOVARISCH,LukeCage,45,29882,7,7,8,5,4,4,3,fortifier,,,3,,,,3,3,3,3,3
TOVARISCH,Electro,50,41540,7,7,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,Hela,95,450014,7,9,18,6,6,7,5,raider,purple,,,,10,,,,,,
TOVARISCH,Punisher,41,13604,6,6,7,3,3,3,1,,,,,,,,,,,,
TOVARISCH,Elektra,40,12045,6,6,7,3,3,2,1,,,,,,,,,,,,
TOVARISCH,ShieldSupport_Stealth,43,8803,4,4,8,3,2,,1,,,,,,,,,,,,
TOVARISCH,Loki,90,300878,7,8,17,6,7,7,5,skirmisher,purple,,,,,10,,,,,
TOVARISCH,Deadpool,95,455963,7,10,18,6,6,6,5,raider,purple,,,,10,,,,,,
TOVARISCH,UltSpiderMan,70,98616,7,7,13,6,6,6,4,striker,,4,,,,,5,5,4,4,5
TOVARISCH,JessicaJones,35,7981,5,5,6,3,2,2,1,,,,,,,,,,,,
TOVARISCH,Crossbones,50,38343,7,7,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,SpiderPunk,40,14035,6,6,7,3,3,3,1,,,,,,,,,,,,
TOVARISCH,ShieldDmg_Defense,35,6644,5,5,6,3,2,,1,,,,,,,,,,,,
TOVARISCH,RavagerSupport_Heal,50,22560,4,4,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,AmericaChavez,41,11975,6,6,7,3,2,2,2,,,,,,,,,,,,
TOVARISCH,Rhino,50,41189,7,7,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,USAgent,70,104364,7,7,13,6,6,6,5,skirmisher,,,,,,4,5,5,5,5,5
TOVARISCH,HandDmg_Bonus,35,3493,3,3,6,1,2,,1,,,,,,,,,,,,
TOVARISCH,HandSupport_Heal,44,6344,4,4,8,1,2,,1,,,,,,,,,,,,
TOVARISCH,Hawkeye,62,65863,7,7,11,6,6,6,4,,,,,,,,,,,,
TOVARISCH,Shocker,50,34908,6,6,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,KreeControl_Assist,47,8907,3,3,8,3,2,2,3,,,,,,,,,,,,
TOVARISCH,ShieldDmg_AoE,35,2918,4,4,6,1,1,,1,,,,,,,,,,,,
TOVARISCH,AgentVenom,70,89581,6,6,13,6,6,6,5,raider,,,,,5,,5,5,5,5,5
TOVARISCH,Thor,40,13317,7,7,7,3,2,2,1,,,,,,,,,,,,
TOVARISCH,KittyPryde,65,88759,7,7,12,6,6,6,5,skirmisher,,,,,,4,5,5,5,4,5
TOVARISCH,Thing,65,74689,6,6,12,6,6,6,4,striker,,5,,,,,5,5,5,5,5
TOVARISCH,MBaku,65,44582,5,5,12,5,4,4,2,fortifier,,,3,,,,3,3,3,3,3
TOVARISCH,UltGreenGoblin,50,32657,6,6,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,CaptainCarter,90,274041,7,7,17,6,6,6,5,healer,purple,5,5,10,5,5,,,,,
TOVARISCH,X23,52,48177,7,7,9,5,5,5,3,striker,,4,,,,,5,4,4,4,4
TOVARISCH,Cable,45,13355,6,6,8,3,2,2,1,,,,,,,,,,,,
TOVARISCH,Yondu,52,29277,5,5,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,Bullseye,36,8978,5,5,7,3,2,2,1,,,,,,,,,,,,
TOVARISCH,LokiTeen,90,310421,7,8,17,6,6,7,5,striker,purple,10,,,,,,,,,
TOVARISCH,BuckyBarnes,70,87715,6,6,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
TOVARISCH,CaptainMarvel,47,19452,7,7,8,3,2,2,1,striker,,2,,,,,4,2,3,3,3
TOVARISCH,MercSupport_Buffs,59,15044,4,4,10,1,4,,1,,,,,,,,,,,,
TOVARISCH,NightNurse,35,6116,7,7,6,1,1,1,1,,,,,,,,,,,,
TOVARISCH,IronFist,60,53247,5,5,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
TOVARISCH,Wasp,52,8558,5,5,9,1,1,1,1,,,,,,,,,,,,
TOVARISCH,IronFistOrson,65,93187,7,7,12,6,6,6,5,raider,,,,,5,,5,5,5,5,5
TOVARISCH,HydraDmg_AoE,50,21983,4,4,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,MsMarvel,40,5685,5,5,7,1,1,1,1,,,,,,,,,,,,
TOVARISCH,WinterSoldier,70,102390,7,7,13,6,6,6,5,striker,,4,,,,,5,5,5,5,5
TOVARISCH,Mysterio,75,159450,7,8,14,6,6,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
TOVARISCH,CaptainAmerica,95,415074,7,8,18,6,7,6,5,fortifier,purple,,10,,,,,,,,
TOVARISCH,IronMan,44,28315,7,7,8,4,4,4,3,,,,,,,,,,,,
TOVARISCH,Hulk,90,220014,6,6,17,6,6,6,5,striker,purple,10,,,,,,,,,
TOVARISCH,Blob,40,5033,5,5,4,2,2,1,1,,,,,,,,,,,,
TOVARISCH,BlackWidow,65,68192,5,5,12,6,6,6,4,striker,,4,,,,,4,4,4,4,5
TOVARISCH,Wolverine,95,422917,7,8,18,6,7,6,5,striker,purple,11,,,,,1,1,1,1,1
TOVARISCH,Quake,41,13107,7,6,7,4,2,2,1,,,,,,,,,,,,
TOVARISCH,WhiteTiger,1,735,7,8,1,1,1,,,,,,,,,,,,,,
TOVARISCH,Yelena,53,8823,5,5,9,1,1,1,1,,,,,,,,,,,,
TOVARISCH,HydraSupport_Heal,50,21938,4,4,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,Magik,65,87029,7,7,12,6,6,6,5,striker,,4,,,,,4,4,4,5,4
TOVARISCH,Namor,95,384641,7,8,18,6,6,6,4,raider,purple,,,,10,,,,,,
TOVARISCH,MercTank_Debuff,40,5591,3,3,7,1,3,,1,,,,,,,,,,,,
TOVARISCH,RavagerDmg_AoE,50,22248,4,4,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,KamalaKhan,87,257848,7,8,16,6,6,6,5,skirmisher,purple,,,,,10,,,,,
TOVARISCH,Okoye,65,77886,7,7,12,5,5,6,4,skirmisher,,,,,,4,4,4,4,4,4
TOVARISCH,Drax,80,100831,5,5,15,6,6,6,4,fortifier,blue,,5,,,,,,,,
TOVARISCH,Killmonger,65,86116,7,7,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
TOVARISCH,KreeDmg_Speed,47,5838,3,3,5,3,2,2,3,,,,,,,,,,,,
TOVARISCH,HandTank_Stealth,47,6622,4,4,8,1,2,,1,,,,,,,,,,,,
TOVARISCH,KreeDmg_Offense,47,4943,3,3,5,3,2,2,1,,,,,,,,,,,,
TOVARISCH,Ronan,25,7465,7,7,5,3,2,2,1,,,,,,,,,,,,
TOVARISCH,KreeTank_Counter,47,9210,4,4,8,3,2,2,1,,,,,,,,,,,,
TOVARISCH,KreeSupport_HoT,47,10588,4,4,8,3,2,2,3,,,,,,,,,,,,
TOVARISCH,Ironheart,1,671,7,7,1,1,1,,,,,,,,,,,,,,
TOVARISCH,Mystique,54,27215,6,6,10,3,3,2,4,skirmisher,,,,,,3,3,3,3,4,4
TOVARISCH,MercDmg_Single,40,2639,2,2,7,1,1,,1,,,,,,,,,,,,
TOVARISCH,Cyclops,95,457452,7,9,18,7,7,7,5,raider,purple,,,,11,,1,1,1,1,1
TOVARISCH,HydraDmg_Buff,50,22086,4,4,9,5,5,5,3,,,,,,,,,,,,
TOVARISCH,DoctorOctopus,100,643918,7,9,19,6,6,6,5,healer,purple,,,13,,,3,3,3,3,3
TOVARISCH,Iceman,65,85222,7,7,12,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
TOVARISCH,InvisibleWoman,65,82844,7,7,12,6,6,6,4,healer,,,,4,,,5,5,5,4,5
TOVARISCH,Magneto,60,74858,7,7,11,6,6,6,4,raider,,,,,5,,5,5,5,5,5
TOVARISCH,NickFury,95,325994,7,7,18,6,6,6,4,healer,purple,,,10,,,,,,,
TOVARISCH,RocketRaccoon,80,159280,7,7,15,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
TOVARISCH,Shuri,80,172978,7,7,15,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
TOVARISCH,SpiderManNoir,100,679875,7,9,19,7,6,7,5,raider,purple,,,,13,,3,3,3,3,3
TOVARISCH,Thanos,60,31529,5,5,11,3,3,3,2,raider,,,,,4,,5,4,4,4,4
TOVARISCH,Groot,80,100173,5,5,15,6,6,6,4,healer,blue,,,5,,,,,,,
TOVARISCH,StarLord,80,143782,7,7,15,6,6,6,4,skirmisher,blue,,,,,7,4,2,5,5,4
TOVARISCH,CaptainAmericaWW2,80,141311,6,6,15,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
TOVARISCH,Rescue,100,615403,7,8,19,6,7,7,5,healer,purple,,,12,,,2,2,2,2,2
TOVARISCH,Ikaris,95,437229,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
TOVARISCH,Storm,36,7134,6,6,7,1,1,1,1,raider,,,,,3,,4,4,4,3,3
TOVARISCH,Psylocke,60,60350,6,6,11,6,6,6,4,striker,,3,,,,,4,4,4,3,4
TOVARISCH,Colossus,53,40383,6,6,9,5,5,5,3,fortifier,,,4,,,,4,4,4,4,4
TOVARISCH,Beast,65,82444,7,7,12,6,6,6,4,healer,,,,4,,,4,4,5,5,4
TOVARISCH,UnionJack,70,85629,6,6,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
TOVARISCH,Domino,20,4457,6,6,4,2,2,2,1,raider,,,,,1,,1,1,1,1,1
TOVARISCH,Minerva,70,94774,7,7,13,6,6,6,4,healer,,,,5,,,5,5,5,5,5
TOVARISCH,MrNegative,50,40829,7,7,9,5,5,5,2,,,,,,,,,,,,
TOVARISCH,Stryfe,20,5213,7,7,4,2,2,2,1,,,,,,,,,,,,
TOVARISCH,AntiVenom,54,21107,5,5,10,3,3,2,1,healer,,,,3,,,3,3,4,4,3
TOVARISCH,Jubilee,65,95237,7,7,12,6,6,6,5,striker,,4,,,,,4,4,5,5,5
TOVARISCH,Toad,20,4275,6,6,4,2,2,2,1,,,,,,,,,,,,
TOVARISCH,Polaris,65,86866,7,7,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
TOVARISCH,Gamora,80,126587,6,6,15,6,6,6,4,striker,blue,5,,,,,,,,,
TOVARISCH,WarMachine,1,571,6,6,1,1,1,,,,,,,,,,,,,,
TOVARISCH,Sabretooth,30,8893,6,6,6,3,2,2,1,raider,,,,,2,,3,4,2,2,4
TOVARISCH,Carnage,95,388001,7,8,18,6,6,6,5,skirmisher,purple,,,,,10,,,,,
TOVARISCH,Korg,1,673,7,7,1,1,1,,,,,,,,,,,,,,
TOVARISCH,Scream,70,92224,7,7,13,6,6,6,4,striker,,3,,,,,3,3,3,3,3
TOVARISCH,Gambit,95,489645,7,9,18,7,7,7,5,raider,purple,,,,11,,1,1,1,1,1
TOVARISCH,Lizard,90,306752,7,9,17,6,6,6,4,striker,purple,10,,,,,,,,,
TOVARISCH,Cosmo,1,574,6,6,1,1,1,,,,,,,,,,,,,,
TOVARISCH,Nebula,3,538,5,5,1,1,1,,,,,,,,,,,,,,
TOVARISCH,SharonCarter,75,140534,7,7,14,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
TOVARISCH,ProximaMidnight,40,8695,7,8,7,1,1,1,1,,,,,,,,,,,,
TOVARISCH,Vulture,75,170023,7,9,14,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
TOVARISCH,YoYo,4,853,7,7,2,1,1,,,,,,,,,,,,,,
TOVARISCH,Cloak,70,114678,7,8,13,6,6,6,5,skirmisher,,,,,,5,5,5,5,5,5
TOVARISCH,MercDmg_General,11,486,3,3,2,1,1,,,,,,,,,,,,,,
TOVARISCH,Phoenix,36,14327,7,7,7,3,2,2,1,striker,,2,,,,,2,3,4,3,3
TOVARISCH,Ghost,70,114083,7,9,13,6,6,6,5,striker,,5,,,,,5,5,5,5,5
TOVARISCH,Negasonic,20,5141,7,7,4,2,2,2,1,,,,,,,,,,,,
TOVARISCH,MrFantastic,90,281231,7,8,17,6,6,6,5,skirmisher,purple,,,,,10,,,,,
